﻿Page,Location,Text,Update
service_detail.html,Navigation arrows (on top of everything),"Generic medications undergo rigorous testing and meet the same strict standards set by regulatory authorities such as the FDA. This ensures they are safe, effective, and of high quality, just like brand-name medications.",
service_detail.html,Navigation arrows (on top of everything),"Many patients struggle with adhering to their prescribed treatment plans due to high drug costs. Generic medicines make it easier to stick to your regimen without interruptions, as they are more affordable, particularly for those with chronic conditions requiring long-term treatment.",
service_detail.html,Navigation arrows (on top of everything),"At our pharmacy, we believe in making healthcare affordable and accessible for everyone. Our generic medicine service helps patients save on prescription costs without sacrificing quality or effectiveness. Contact us today to learn more about how our generic medicine service can help you manage your health more affordably and effectively.",
service_detail.html,Section CTA,"Our team is here to guide you, answer your questions, and support your wellness goaals every step of the way. Start now!",
service_detail.html,Section Sevices,"Providing personalized, compassionate healthcare that focuses on improving overall well-being.",
service_detail.html,Section Sevices,Custom formulations prepared to meet prescriber specifications when commercially available products are not suitable. We compound sterile and non-sterile medications in compliance with USP 795 and 797.,
service_detail.html,Section Sevices,"Clinical support and medication reviews to optimize therapy. Our pharmacists work with prescribers to ensure appropriate dosing, compatibility, and patient-specific formulations for compounded regimens.",
service_detail.html,Section Sevices,Mythic Rx is a 503A licensed compounding pharmacy serving healthcare providers with precision sterile and non-sterile formulations. USP 797 & 795 compliant.,
service_detail.html,Section Sevices,Important Notice:,
service_detail.html,Section Sevices,"By submitting a prescription or order request to Mythic Pharmacy, you acknowledge that all compounded medications are prepared pursuant to a valid patient-specific prescription, are not FDA-approved, and must be dispensed and used under the supervision of a licensed prescriber. Mythic Pharmacy does not provide medical diagnosis, treatment decisions, or telehealth services.",
service_detail.html,Section Sevices,"Mythic Pharmacy can only dispense medications in states where we hold an active pharmacy license. Currently licensed in: Utah, Idaho, Arizona, Colorado, Wyoming, and Hawaii. Additional states will be added as licenses are approved.",
service_detail.html,Banner,Service Details,
service_detail.html,Navigation arrows (on top of everything),Generic Medicine,
service_detail.html,Section CTA,Get Started on Your Health Journey Today,
service_detail.html,Section Sevices,Empowering Wellness Delivering Care,
service_detail.html,Section Sevices,We are Professional Pharmacy and Medical Service,
service_detail.html,Section Sevices,Doctor Receipt,
service_detail.html,Section Sevices,Health Check,
service_detail.html,Section Sevices,Home Delivery,
service_detail.html,Section Sevices,Address,
service_detail.html,Section Sevices,Contact Us,
service_detail.html,Navigation arrows (on top of everything),1.Bioequivalence with Brand-Name Drugs,
service_detail.html,Navigation arrows (on top of everything),"2.Lower Cost, Same Quality",
service_detail.html,Navigation arrows (on top of everything),3.Regulatory Standards and Safety,
service_detail.html,Navigation arrows (on top of everything),4. Better Medication Adherence,
service_detail.html,Section Sevices,Location,
service_detail.html,Section Sevices,Phone,
service_detail.html,Header,Login,
service_detail.html,Header,Get Started,
service_detail.html,Section Sevices,"3920 S 1100 E STE 110, MILLCREEK, UT 84124-1213",
service_detail.html,Section Sevices,555-555-5555,
service_detail.html,Section Sevices,dev@mythic-rx.com,
service_detail.html,Section Sevices,Copyright © 2025 Mythic Rx. All Rights Reserved.,
service_detail.html,Header,Homepage,
service_detail.html,Header,Services,
service_detail.html,Header,About,
service_detail.html,Header,About Us,
service_detail.html,Header,Team,
service_detail.html,Header,FAQs,
service_detail.html,Header,Image Upload,
service_detail.html,Header,For Providers,
service_detail.html,Header,New Providers,
service_detail.html,Header,Provider Portal,
service_detail.html,Section Sevices,Read More,
service_detail.html,Body,Pharmed - Service Details Homepage,
service_detail.html,Header,Services Services,
service_detail.html,Header,About About Us,
service_detail.html,Header,For Providers New Providers,
services.html,Title,Mythic Rx - Services,
services.html,Section Sevices,"Providing personalized, compassionate healthcare that focuses on improving overall well-being.",
services.html,Section Sevices,Custom formulations prepared to meet prescriber specifications when commercially available products are not suitable. We compound sterile and non-sterile medications in compliance with USP 795 and 797.,
services.html,Section Sevices,"Clinical support and medication reviews to optimize therapy. Our pharmacists work with prescribers to ensure appropriate dosing, compatibility, and patient-specific formulations for compounded regimens.",
services.html,Section CTA,"Our team is here to guide you, answer your questions, and support your wellness goaals every step of the way. Start now!",
services.html,Section Get Started,"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex.",
services.html,Section Get Started,Mythic Rx is a 503A licensed compounding pharmacy serving healthcare providers with precision sterile and non-sterile formulations. USP 797 & 795 compliant.,
services.html,Section Get Started,Important Notice:,
services.html,Section Get Started,"By submitting a prescription or order request to Mythic Pharmacy, you acknowledge that all compounded medications are prepared pursuant to a valid patient-specific prescription, are not FDA-approved, and must be dispensed and used under the supervision of a licensed prescriber. Mythic Pharmacy does not provide medical diagnosis, treatment decisions, or telehealth services.",
services.html,Section Get Started,"Mythic Pharmacy can only dispense medications in states where we hold an active pharmacy license. Currently licensed in: Utah, Idaho, Arizona, Colorado, Wyoming, and Hawaii. Additional states will be added as licenses are approved.",
services.html,Banner,Services,
services.html,Section Sevices,Empowering Wellness Delivering Care,
services.html,Section CTA,Get Started on Your Health Journey Today,
services.html,Section Get Started,Opportunities Through Health Care Provider,
services.html,Section Get Started,Fill This Form to Became Our Member,
services.html,Section Sevices,We are Professional Pharmacy and Medical Service,
services.html,Section Sevices,Generic Medicine,
services.html,Section Sevices,Doctor Receipt,
services.html,Section Sevices,Health Check,
services.html,Section Sevices,Home Delivery,
services.html,Section Get Started,Free Medication Delivery,
services.html,Section Get Started,Get Free Consultations,
services.html,Section Get Started,15% Off Three Months,
services.html,Section Get Started,Address,
services.html,Section Get Started,Contact Us,
services.html,Section Sevices,Location,
services.html,Section Sevices,Phone,
services.html,Header,Login,
services.html,Header,Get Started,
services.html,Section Sevices,"3920 S 1100 E STE 110, MILLCREEK, UT 84124-1213",
services.html,Section Sevices,555-555-5555,
services.html,Section Sevices,dev@mythic-rx.com,
services.html,Section Get Started,Copyright © 2025 Mythic Rx. All Rights Reserved.,
services.html,Header,Homepage,
services.html,Header,Service Details,
services.html,Header,About,
services.html,Header,About Us,
services.html,Header,Team,
services.html,Header,FAQs,
services.html,Header,Image Upload,
services.html,Header,For Providers,
services.html,Header,New Providers,
services.html,Header,Provider Portal,
services.html,Section Sevices,Read More,
services.html,Body,Mythic Rx - Services Homepage,
services.html,Header,Services Services,
services.html,Header,About About Us,
services.html,Header,For Providers New Providers,
single_blog.html,Title,Pharmed - Single Post,
single_blog.html,Section Single Post,"Health technology is transforming how we manage and monitor medication, offering new ways to improve patient outcomes and streamline care. With the rise of wearable devices, smart pills, and digital health platforms, medication adherence has become more efficient and accessible. Devices now allow patients to track their medication schedules in real-time, receive reminders, and even monitor the effects of medications on their health.",
single_blog.html,Section Single Post,"For instance, wearable devices such as smartwatches and fitness trackers have evolved to include medication management features, offering alerts for taking prescribed drugs and even logging the time and dosage. These devices often integrate with mobile apps, allowing patients and healthcare providers to track progress, view medication history, and make necessary adjustments based on real-time data.",
single_blog.html,Section Single Post,"Another breakthrough is the development of smart pills, which are embedded with sensors that send signals to a patient's mobile device, confirming whether the medication was ingested. This is particularly useful for patients with chronic conditions who must adhere to strict medication schedules. Smart pills help ensure that patients stay on track, which is essential for managing long-term illnesses.",
single_blog.html,Section Single Post,"Digital platforms have also emerged as essential tools for managing prescriptions. These platforms allow patients to order refills, access prescription information, and communicate with their healthcare providers seamlessly. They often include features such as telemedicine consultations, where patients can discuss their medication regimens with doctors remotely, ensuring continuous care even when in-person visits are not possible.",
single_blog.html,Section Single Post,Mythic Rx is a 503A licensed compounding pharmacy serving healthcare providers with precision sterile and non-sterile formulations. USP 797 & 795 compliant.,
single_blog.html,Banner,Single Post,
single_blog.html,Section Single Post,Health Tech: How Devices Are Shaping Medication Monitoring and Management,
single_blog.html,Section Single Post,"""The future of healthcare is digital, and it is about empowering patients with the tools they need to succeed.""",
single_blog.html,Section Single Post,Address,
single_blog.html,Section Single Post,Contact Us,
single_blog.html,Section Single Post,Tags :,
single_blog.html,Header,Login,
single_blog.html,Header,Get Started,
single_blog.html,Section Single Post,Photographer,
single_blog.html,Section Single Post,Photo,
single_blog.html,Section Single Post,Visual,
single_blog.html,Section Single Post,"3920 S 1100 E STE 110, MILLCREEK, UT 84124-1213",
single_blog.html,Section Single Post,555-555-5555,
single_blog.html,Section Single Post,dev@mythic-rx.com,
single_blog.html,Section Single Post,Copyright © 2025 Mythic Rx. All Rights Reserved.,
single_blog.html,Header,Homepage,
single_blog.html,Header,Services,
single_blog.html,Header,Service Details,
single_blog.html,Header,About,
single_blog.html,Header,About Us,
single_blog.html,Header,Team,
single_blog.html,Header,FAQs,
single_blog.html,Header,Image Upload,
single_blog.html,Header,For Providers,
single_blog.html,Header,New Providers,
single_blog.html,Header,Provider Portal,
single_blog.html,Body,Pharmed - Single Post Homepage,
single_blog.html,Header,Services Services,
single_blog.html,Header,About About Us,
single_blog.html,Header,For Providers New Providers,
team.html,Title,Pharmed - Our Team,
team.html,Team,"With expertise in various medical and pharmacy fields, they prioritize your health, offering personalized treatments and trusted guidance.",
team.html,Section Counter,"Our team offers reliable, personalized care to help you achieve optimal health outcomes.",
team.html,Section Counter,"They are committed to providing ongoing support, ensuring the best possible care.",
team.html,Section Counter,"We leverage our extensive background to deliver accurate advice, trusted medical services.",
team.html,Navigation arrows (on top of everything),"At our pharmacy, we are dedicated to providing top-notch healthcare solutions with a focus on quality, safety, and personalized care.",
team.html,Navigation arrows (on top of everything),Secure Your Consultation Appointment!,
team.html,Navigation arrows (on top of everything),We are available 24/7. Call Now for Immediate Assistance!,
team.html,Navigation arrows (on top of everything),Mythic Rx is a 503A licensed compounding pharmacy serving healthcare providers with precision sterile and non-sterile formulations. USP 797 & 795 compliant.,
team.html,Navigation arrows (on top of everything),Important Notice:,
team.html,Navigation arrows (on top of everything),"By submitting a prescription or order request to Mythic Pharmacy, you acknowledge that all compounded medications are prepared pursuant to a valid patient-specific prescription, are not FDA-approved, and must be dispensed and used under the supervision of a licensed prescriber. Mythic Pharmacy does not provide medical diagnosis, treatment decisions, or telehealth services.",
team.html,Navigation arrows (on top of everything),"Mythic Pharmacy can only dispense medications in states where we hold an active pharmacy license. Currently licensed in: Utah, Idaho, Arizona, Colorado, Wyoming, and Hawaii. Additional states will be added as licenses are approved.",
team.html,Banner,Our Team,
team.html,Team,Meet Our Certified Healthcare Providers,
team.html,Navigation arrows (on top of everything),Caring for Your Health with Integrity & Excellence,
team.html,Section Counter,Dedicated Support for Your Medication and Wellness,
team.html,Navigation arrows (on top of everything),Address,
team.html,Navigation arrows (on top of everything),Contact Us,
team.html,Class Cards,Dr. Robert Nathan,
team.html,Class Cards,Angela Clay,
team.html,Class Cards,Kenzo Abigail,
team.html,Class Cards,Clarine Kitty,
team.html,Class Cards,Andrea Cruis,
team.html,Section Counter,Professional Staff,
team.html,Section Counter,Active Members,
team.html,Section Counter,Years Experience,
team.html,Navigation arrows (on top of everything),Priority Customer Support,
team.html,Navigation arrows (on top of everything),Innovation and Growth,
team.html,Navigation arrows (on top of everything),Global Community of Wellness,
team.html,Navigation arrows (on top of everything),Wellness Journey,
team.html,Navigation arrows (on top of everything),Need Care?,
team.html,Header,Login,
team.html,Header,Get Started,
team.html,Class Cards,Owner,
team.html,Class Cards,Pharmacist,
team.html,Class Cards,Medical Laboratory,
team.html,Class Cards,Cashier,
team.html,Class Cards,Nurse,
team.html,Navigation arrows (on top of everything),"3920 S 1100 E STE 110, MILLCREEK, UT 84124-1213",
team.html,Navigation arrows (on top of everything),555-555-5555,
team.html,Navigation arrows (on top of everything),dev@mythic-rx.com,
team.html,Navigation arrows (on top of everything),Copyright © 2025 Mythic Rx. All Rights Reserved.,
team.html,Header,Homepage,
team.html,Header,Services,
team.html,Header,Service Details,
team.html,Header,About,
team.html,Header,About Us,
team.html,Header,Team,
team.html,Header,FAQs,
team.html,Header,Image Upload,
team.html,Header,For Providers,
team.html,Header,New Providers,
team.html,Header,Provider Portal,
team.html,Navigation arrows (on top of everything),Make Appointment,
team.html,Body,Pharmed - Our Team Homepage,
team.html,Header,Services Services,
team.html,Header,About About Us,
team.html,Header,For Providers New Providers,
testimonial.html,Title,Pharmed - Testimonials,
testimonial.html,Navigation arrows (on top of everything),"At our pharmacy, we are dedicated to providing top-notch healthcare solutions with a focus on quality, safety, and personalized care.",
testimonial.html,Navigation arrows (on top of everything),Secure Your Consultation Appointment!,
testimonial.html,Navigation arrows (on top of everything),We are available 24/7. Call Now for Immediate Assistance!,
testimonial.html,Team,"With expertise in various medical and pharmacy fields, they prioritize your health, offering personalized treatments and trusted guidance.",
testimonial.html,Class Cards,Mythic Rx is a 503A licensed compounding pharmacy serving healthcare providers with precision sterile and non-sterile formulations. USP 797 & 795 compliant.,
testimonial.html,Banner,Testimonials,
testimonial.html,Navigation arrows (on top of everything),Caring for Your Health with Integrity & Excellence,
testimonial.html,Section Testimonials,Let’s Hear What They Say About Us,
testimonial.html,Team,Meet Our Certified Healthcare Providers,
testimonial.html,Slides,Gracia Agnez,
testimonial.html,Slides,Muguel Adam,
testimonial.html,Slides,Robert Anderson,
testimonial.html,If we need pagination,(1.5k+ Reviews),
testimonial.html,Class Cards,Address,
testimonial.html,Class Cards,Contact Us,
testimonial.html,Navigation arrows (on top of everything),Priority Customer Support,
testimonial.html,Navigation arrows (on top of everything),Innovation and Growth,
testimonial.html,Navigation arrows (on top of everything),Global Community of Wellness,
testimonial.html,Navigation arrows (on top of everything),Wellness Journey,
testimonial.html,Navigation arrows (on top of everything),Need Care?,
testimonial.html,Class Cards,Dr. Robert Nathan,
testimonial.html,Class Cards,Angela Clay,
testimonial.html,Class Cards,Kenzo Abigail,
testimonial.html,Class Cards,Clarine Kitty,
testimonial.html,Class Cards,Andrea Cruis,
testimonial.html,Header,Login,
testimonial.html,Header,Get Started,
testimonial.html,Slides,"""Exceptional service and care! The pharmacists here always go above and beyond to make sure I understand my medications and provide valuable advice. They truly care about my health.""",
testimonial.html,Slides,Designation,
testimonial.html,If we need pagination,1k+,
testimonial.html,Class Cards,Owner,
testimonial.html,Class Cards,Pharmacist,
testimonial.html,Class Cards,Medical Laboratory,
testimonial.html,Class Cards,Cashier,
testimonial.html,Class Cards,Nurse,
testimonial.html,Class Cards,"3920 S 1100 E STE 110, MILLCREEK, UT 84124-1213",
testimonial.html,Class Cards,555-555-5555,
testimonial.html,Class Cards,dev@mythic-rx.com,
testimonial.html,Class Cards,Copyright © 2025 Mythic Rx. All Rights Reserved.,
testimonial.html,Header,Homepage,
testimonial.html,Header,Services,
testimonial.html,Header,Service Details,
testimonial.html,Header,About,
testimonial.html,Header,About Us,
testimonial.html,Header,Team,
testimonial.html,Header,FAQs,
testimonial.html,Header,Image Upload,
testimonial.html,Header,For Providers,
testimonial.html,Header,New Providers,
testimonial.html,Header,Provider Portal,
testimonial.html,Navigation arrows (on top of everything),Make Appointment,
testimonial.html,Body,Pharmed - Testimonials Homepage,
testimonial.html,Header,Services Services,
testimonial.html,Header,About About Us,
testimonial.html,Header,For Providers New Providers,
